Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp,String_Num,Panel_Num,Repair_Cost,Downtime_Hours,Energy_Loss_Cost,Total_Cost
Open Circuit,String-1_Panel-6,High,7,Replace Wiring,Reinstall Module,733,Sunny,2023-05-17 00:00:00,1,6,137.6,1.82,0.097,137.697
Shadowing,String-5_Panel-3,Low,8,Remove Obstruction,Replace Wiring,926,Rainy,2023-05-17 00:00:00,5,3,58.26,0.42,0.019,58.278999999999996
Hotspot,String-1_Panel-7,High,9,Replace Panel Section,Replace Panel Section,979,Sunny,2023-05-17 00:00:00,1,7,322.52,3.85,0.202,322.722
Hotspot,String-4_Panel-9,High,1,Replace Panel Section,Inspect Cells,937,Sunny,2023-05-17 01:00:00,4,9,312.1,3.89,0.243,312.343
Hotspot,String-1_Panel-20,Medium,5,Replace Panel Section,Inspect Cells,886,Cloudy,2023-05-17 01:00:00,1,20,366.35,4.68,0.308,366.658
Short Circuit,String-4_Panel-14,Low,1,Inspect Junction Box,Inspect Junction Box,402,Cloudy,2023-05-17 02:00:00,4,14,68.57,0.98,0.059,68.62899999999999
Hotspot,String-6_Panel-12,Medium,8,Replace Panel Section,Inspect Junction Box,871,Cloudy,2023-05-17 02:00:00,6,12,321.2,4.07,0.191,321.39099999999996
Open Circuit,String-1_Panel-15,Low,5,Tighten Connection,Tighten Connection,375,Cloudy,2023-05-17 03:00:00,1,15,43.0,0.51,0.031,43.031
Shadowing,String-4_Panel-10,Medium,14,Adjust Tilt,Remove Obstruction,894,Rainy,2023-05-17 04:00:00,4,10,107.8,2.01,0.09,107.89
Hotspot,String-6_Panel-6,High,13,Replace Panel Section,Replace Panel Section,587,Rainy,2023-05-17 05:00:00,6,6,305.11,3.73,0.203,305.313
Hotspot,String-7_Panel-10,High,5,Replace Panel Section,Replace Panel Section,251,Rainy,2023-05-17 07:00:00,7,10,368.12,4.27,0.203,368.323
Short Circuit,String-5_Panel-18,High,14,Replace Module,Adjust Tilt,269,Cloudy,2023-05-17 07:00:00,5,18,546.84,6.81,0.303,547.143
Short Circuit,String-3_Panel-18,Low,10,Inspect Junction Box,Inspect Junction Box,758,Cloudy,2023-05-17 07:00:00,3,18,65.9,0.9,0.048,65.94800000000001
Shadowing,String-7_Panel-16,Medium,12,Remove Obstruction,Remove Obstruction,893,Rainy,2023-05-17 09:00:00,7,16,49.99,0.51,0.028,50.018
Hotspot,String-6_Panel-17,Low,7,Clean Panel,Clean Panel,726,Sunny,2023-05-17 10:00:00,6,17,28.57,0.36,0.017,28.587
Hotspot,String-6_Panel-17,High,12,Replace Module,Replace Panel Section,761,Sunny,2023-05-17 10:00:00,6,17,548.55,6.38,0.284,548.834
Short Circuit,String-9_Panel-16,Medium,10,Replace Fuse,Replace Fuse,678,Sunny,2023-05-17 11:00:00,9,16,56.01,0.46,0.027,56.037
Shadowing,String-3_Panel-11,Critical,1,Reinstall Module,Reinstall Module,234,Rainy,2023-05-17 11:00:00,3,11,194.13,2.97,0.186,194.316
Open Circuit,String-7_Panel-19,Critical,14,Replace Module,Replace Module,230,Sunny,2023-05-17 16:00:00,7,19,616.76,6.05,0.371,617.131
Open Circuit,String-4_Panel-4,High,7,Replace Wiring,Replace Wiring,251,Sunny,2023-05-17 17:00:00,4,4,143.51,1.84,0.114,143.624
Hotspot,String-1_Panel-13,Critical,8,Replace Module,Replace Module,516,Rainy,2023-05-17 20:00:00,1,13,440.26,6.2,0.313,440.573
Open Circuit,String-9_Panel-20,Medium,13,Replace Wiring,Clean Panel,985,Rainy,2023-05-17 20:00:00,9,20,145.14,1.85,0.085,145.225
Short Circuit,String-9_Panel-14,Medium,7,Replace Connector,Reinstall Module,400,Cloudy,2023-05-17 21:00:00,9,14,90.26,0.69,0.044,90.304
Open Circuit,String-5_Panel-2,High,12,Replace Wiring,Replace Wiring,298,Sunny,2023-05-17 22:00:00,5,2,148.92,1.67,0.109,149.029
Short Circuit,String-1_Panel-11,High,11,Replace Wiring,Clean Panel,658,Sunny,2023-05-17 22:00:00,1,11,142.87,1.94,0.084,142.954
Open Circuit,String-7_Panel-20,Low,9,Tighten Connection,Inspect Cells,581,Rainy,2023-05-17 22:00:00,7,20,39.74,0.58,0.038,39.778
Short Circuit,String-4_Panel-12,Low,3,Inspect Junction Box,Remove Obstruction,912,Cloudy,2023-05-17 23:00:00,4,12,74.18,1.13,0.053,74.233
Short Circuit,String-4_Panel-16,Low,12,Inspect Junction Box,Inspect Junction Box,705,Sunny,2023-05-18 00:00:00,4,16,71.39,1.19,0.059,71.449
Open Circuit,String-1_Panel-13,Critical,5,Replace Module,Replace Module,874,Rainy,2023-05-18 03:00:00,1,13,525.99,6.25,0.355,526.345
Open Circuit,String-8_Panel-1,Medium,4,Replace Connector,Replace Module,366,Sunny,2023-05-18 03:00:00,8,1,92.1,0.81,0.041,92.14099999999999
Short Circuit,String-10_Panel-5,High,13,Replace Module,Replace Wiring,789,Rainy,2023-05-18 04:00:00,10,5,528.02,5.2,0.296,528.316
Short Circuit,String-10_Panel-14,High,8,Replace Wiring,Replace Wiring,567,Cloudy,2023-05-18 05:00:00,10,14,151.66,2.04,0.101,151.761
Hotspot,String-6_Panel-6,High,11,Replace Panel Section,Replace Module,450,Sunny,2023-05-18 05:00:00,6,6,343.01,3.96,0.217,343.227
Open Circuit,String-9_Panel-8,Critical,12,Replace Module,Replace Module,898,Cloudy,2023-05-18 07:00:00,9,8,470.23,5.87,0.256,470.486
Open Circuit,String-6_Panel-19,Medium,13,Replace Connector,Replace Connector,531,Rainy,2023-05-18 07:00:00,6,19,96.99,0.9,0.039,97.029
Shadowing,String-1_Panel-12,Medium,8,Clean Panel,Remove Obstruction,410,Rainy,2023-05-18 07:00:00,1,12,27.63,0.28,0.016,27.645999999999997
Shadowing,String-3_Panel-13,Low,13,Clean Panel,Clean Panel,707,Sunny,2023-05-18 08:00:00,3,13,29.67,0.32,0.019,29.689
Open Circuit,String-7_Panel-11,High,10,Replace Wiring,Replace Wiring,877,Rainy,2023-05-18 08:00:00,7,11,148.91,1.95,0.086,148.996
Shadowing,String-1_Panel-8,High,3,Adjust Tilt,Inspect Cells,818,Sunny,2023-05-18 10:00:00,1,8,114.13,1.86,0.103,114.23299999999999
Short Circuit,String-9_Panel-17,Medium,6,Replace Fuse,Replace Fuse,332,Sunny,2023-05-18 11:00:00,9,17,54.54,0.53,0.027,54.567
Open Circuit,String-10_Panel-19,Medium,2,Replace Connector,Replace Wiring,430,Cloudy,2023-05-18 11:00:00,10,19,90.39,1.15,0.069,90.459
Open Circuit,String-9_Panel-14,Critical,12,Replace Module,Remove Obstruction,338,Rainy,2023-05-18 11:00:00,9,14,451.52,6.47,0.322,451.842
Hotspot,String-2_Panel-3,Critical,1,Replace Module,Replace Module,432,Cloudy,2023-05-18 12:00:00,2,3,500.8,6.24,0.406,501.206
Open Circuit,String-1_Panel-13,Critical,4,Replace Module,Replace Module,528,Sunny,2023-05-18 12:00:00,1,13,580.85,6.37,0.375,581.225
Hotspot,String-10_Panel-9,High,2,Replace Panel Section,Replace Panel Section,665,Sunny,2023-05-18 13:00:00,10,9,305.01,3.18,0.137,305.147
Open Circuit,String-6_Panel-13,Low,11,Tighten Connection,Clean Panel,595,Sunny,2023-05-18 15:00:00,6,13,38.46,0.42,0.022,38.482
Hotspot,String-8_Panel-5,Critical,1,Replace Module,Clean Panel,488,Sunny,2023-05-18 15:00:00,8,5,573.11,5.98,0.308,573.418
Open Circuit,String-5_Panel-12,Low,9,Tighten Connection,Adjust Tilt,933,Cloudy,2023-05-18 15:00:00,5,12,41.39,0.5,0.025,41.415
Short Circuit,String-1_Panel-13,Medium,12,Replace Fuse,Replace Panel Section,984,Sunny,2023-05-18 15:00:00,1,13,56.87,0.48,0.029,56.899
Hotspot,String-6_Panel-18,High,2,Replace Module,Replace Panel Section,773,Sunny,2023-05-18 15:00:00,6,18,520.39,6.15,0.269,520.659
Shadowing,String-1_Panel-4,High,10,Reinstall Module,Adjust Tilt,446,Sunny,2023-05-18 16:00:00,1,4,210.64,3.0,0.143,210.783
Hotspot,String-6_Panel-14,Medium,4,Replace Panel Section,Inspect Junction Box,530,Sunny,2023-05-18 16:00:00,6,14,310.08,4.16,0.224,310.304
Open Circuit,String-7_Panel-20,Medium,11,Replace Wiring,Replace Panel Section,878,Rainy,2023-05-18 17:00:00,7,20,152.33,1.98,0.089,152.419
Short Circuit,String-4_Panel-11,Medium,3,Replace Fuse,Replace Fuse,915,Cloudy,2023-05-18 19:00:00,4,11,67.34,0.43,0.02,67.36
Short Circuit,String-2_Panel-4,Medium,14,Replace Fuse,Replace Fuse,459,Sunny,2023-05-18 20:00:00,2,4,57.73,0.49,0.028,57.757999999999996
Hotspot,String-6_Panel-1,High,7,Replace Panel Section,Replace Panel Section,368,Cloudy,2023-05-18 21:00:00,6,1,354.38,3.87,0.227,354.60699999999997
Hotspot,String-10_Panel-5,Low,5,Clean Panel,Clean Panel,285,Cloudy,2023-05-18 21:00:00,10,5,33.01,0.28,0.012,33.022
Shadowing,String-6_Panel-4,Low,8,Remove Obstruction,Clean Panel,946,Cloudy,2023-05-18 23:00:00,6,4,53.37,0.53,0.032,53.401999999999994
Hotspot,String-4_Panel-1,High,10,Replace Module,Adjust Tilt,593,Sunny,2023-05-18 23:00:00,4,1,548.93,5.93,0.293,549.223
Open Circuit,String-3_Panel-14,Medium,3,Replace Connector,Inspect Cells,497,Sunny,2023-05-18 23:00:00,3,14,89.21,0.81,0.035,89.24499999999999
Open Circuit,String-4_Panel-20,High,11,Replace Wiring,Inspect Cells,726,Sunny,2023-05-18 23:00:00,4,20,133.63,1.93,0.114,133.744
Shadowing,String-6_Panel-5,Medium,2,Remove Obstruction,Reinstall Module,391,Rainy,2023-05-19 01:00:00,6,5,53.18,0.56,0.037,53.217
Open Circuit,String-7_Panel-15,Medium,3,Replace Connector,Replace Connector,644,Cloudy,2023-05-19 01:00:00,7,15,100.45,1.11,0.065,100.515
Short Circuit,String-6_Panel-16,Low,8,Replace Connector,Inspect Junction Box,421,Sunny,2023-05-19 02:00:00,6,16,82.02,0.83,0.045,82.065
Short Circuit,String-5_Panel-8,Low,11,Replace Fuse,Inspect Junction Box,732,Rainy,2023-05-19 02:00:00,5,8,56.46,0.57,0.035,56.495
Hotspot,String-5_Panel-16,Low,13,Inspect Cells,Replace Connector,552,Rainy,2023-05-19 02:00:00,5,16,78.88,1.03,0.055,78.935
Hotspot,String-4_Panel-12,Medium,11,Replace Panel Section,Remove Obstruction,903,Rainy,2023-05-19 03:00:00,4,12,320.22,4.47,0.27,320.49
Short Circuit,String-10_Panel-19,High,10,Replace Module,Tighten Connection,857,Cloudy,2023-05-19 03:00:00,10,19,525.03,6.15,0.385,525.415
Hotspot,String-1_Panel-8,High,6,Replace Panel Section,Inspect Junction Box,205,Cloudy,2023-05-19 04:00:00,1,8,330.03,4.08,0.177,330.207
Shadowing,String-4_Panel-19,Medium,14,Remove Obstruction,Replace Wiring,673,Rainy,2023-05-19 04:00:00,4,19,52.42,0.49,0.023,52.443000000000005
Open Circuit,String-2_Panel-9,High,12,Replace Wiring,Replace Connector,360,Rainy,2023-05-19 05:00:00,2,9,146.49,2.06,0.131,146.621
Short Circuit,String-6_Panel-12,Critical,5,Reinstall Module,Replace Module,330,Sunny,2023-05-19 06:00:00,6,12,207.39,2.86,0.169,207.559
Short Circuit,String-10_Panel-19,Critical,6,Replace Module,Replace Fuse,316,Rainy,2023-05-19 07:00:00,10,19,603.92,6.63,0.392,604.312
Short Circuit,String-1_Panel-3,High,9,Replace Module,Adjust Tilt,980,Rainy,2023-05-19 08:00:00,1,3,455.97,4.98,0.212,456.182
Short Circuit,String-9_Panel-6,Low,5,Replace Fuse,Replace Fuse,779,Cloudy,2023-05-19 08:00:00,9,6,60.2,0.49,0.029,60.229000000000006
Short Circuit,String-6_Panel-13,Low,13,Inspect Junction Box,Reinstall Module,662,Cloudy,2023-05-19 09:00:00,6,13,76.45,1.26,0.067,76.517
Hotspot,String-9_Panel-18,Critical,13,Replace Module,Replace Connector,345,Rainy,2023-05-19 10:00:00,9,18,565.16,6.16,0.349,565.509
Hotspot,String-10_Panel-17,Critical,6,Replace Module,Remove Obstruction,915,Sunny,2023-05-19 11:00:00,10,17,523.02,7.52,0.368,523.388
Open Circuit,String-9_Panel-16,Low,2,Replace Connector,Remove Obstruction,957,Rainy,2023-05-19 11:00:00,9,16,86.72,1.13,0.057,86.777
Open Circuit,String-1_Panel-6,High,11,Replace Wiring,Clean Panel,904,Sunny,2023-05-19 13:00:00,1,6,139.83,1.94,0.097,139.92700000000002
Open Circuit,String-3_Panel-14,High,13,Replace Wiring,Replace Wiring,719,Cloudy,2023-05-19 14:00:00,3,14,150.84,2.26,0.139,150.979
Short Circuit,String-9_Panel-5,Critical,6,Replace Module,Replace Module,945,Cloudy,2023-05-19 15:00:00,9,5,565.33,6.07,0.346,565.676
Shadowing,String-5_Panel-20,High,2,Remove Obstruction,Adjust Tilt,421,Cloudy,2023-05-19 16:00:00,5,20,51.28,0.49,0.023,51.303000000000004
Open Circuit,String-5_Panel-19,High,9,Replace Wiring,Replace Wiring,435,Cloudy,2023-05-19 17:00:00,5,19,145.95,1.57,0.091,146.041
Shadowing,String-8_Panel-2,High,8,Adjust Tilt,Adjust Tilt,924,Sunny,2023-05-19 18:00:00,8,2,117.54,1.62,0.083,117.623
Short Circuit,String-8_Panel-11,Low,8,Replace Connector,Clean Panel,919,Sunny,2023-05-19 18:00:00,8,11,75.12,0.96,0.044,75.164
Short Circuit,String-10_Panel-20,Low,2,Inspect Junction Box,Reinstall Module,718,Cloudy,2023-05-19 18:00:00,10,20,70.54,0.95,0.057,70.59700000000001
Shadowing,String-1_Panel-1,Low,5,Remove Obstruction,Clean Panel,693,Cloudy,2023-05-19 19:00:00,1,1,46.86,0.5,0.029,46.889
Hotspot,String-6_Panel-19,Medium,9,Inspect Cells,Inspect Cells,558,Sunny,2023-05-19 20:00:00,6,19,78.88,1.03,0.059,78.939
Shadowing,String-5_Panel-19,Medium,3,Remove Obstruction,Remove Obstruction,513,Rainy,2023-05-19 21:00:00,5,19,49.34,0.65,0.032,49.372
Open Circuit,String-5_Panel-11,Low,8,Tighten Connection,Tighten Connection,388,Sunny,2023-05-19 21:00:00,5,11,39.12,0.48,0.021,39.141
Shadowing,String-5_Panel-6,Critical,1,Reinstall Module,Replace Wiring,919,Rainy,2023-05-19 23:00:00,5,6,184.46,3.25,0.175,184.63500000000002
Shadowing,String-8_Panel-1,Low,4,Reinstall Module,Replace Panel Section,997,Rainy,2023-05-19 23:00:00,8,1,190.91,2.81,0.141,191.051
Shadowing,String-8_Panel-17,High,14,Remove Obstruction,Adjust Tilt,621,Cloudy,2023-05-19 23:00:00,8,17,43.0,0.47,0.028,43.028
Hotspot,String-2_Panel-16,Low,3,Clean Panel,Inspect Junction Box,640,Sunny,2023-05-19 23:00:00,2,16,30.47,0.36,0.021,30.491
Open Circuit,String-1_Panel-2,High,9,Replace Wiring,Replace Wiring,571,Cloudy,2023-05-20 02:00:00,1,2,156.29,2.45,0.104,156.394
Hotspot,String-1_Panel-5,Low,9,Inspect Cells,Replace Panel Section,757,Cloudy,2023-05-20 03:00:00,1,5,85.43,1.0,0.057,85.48700000000001
Shadowing,String-9_Panel-8,Medium,1,Remove Obstruction,Remove Obstruction,852,Rainy,2023-05-20 03:00:00,9,8,50.01,0.46,0.021,50.031
Hotspot,String-9_Panel-19,Medium,4,Inspect Cells,Inspect Junction Box,528,Cloudy,2023-05-20 04:00:00,9,19,79.45,1.06,0.068,79.518
Short Circuit,String-1_Panel-18,Medium,11,Replace Fuse,Replace Fuse,354,Cloudy,2023-05-20 06:00:00,1,18,59.09,0.53,0.035,59.125
Short Circuit,String-8_Panel-20,Critical,11,Replace Module,Remove Obstruction,475,Rainy,2023-05-20 07:00:00,8,20,526.78,5.67,0.268,527.048
Shadowing,String-5_Panel-14,Medium,4,Remove Obstruction,Remove Obstruction,780,Sunny,2023-05-20 09:00:00,5,14,50.62,0.46,0.029,50.649
Short Circuit,String-5_Panel-15,Low,6,Inspect Junction Box,Replace Wiring,909,Sunny,2023-05-20 09:00:00,5,15,77.31,0.96,0.056,77.366
Hotspot,String-7_Panel-18,Medium,3,Inspect Cells,Inspect Cells,827,Sunny,2023-05-20 10:00:00,7,18,87.29,1.08,0.047,87.337
Open Circuit,String-8_Panel-10,High,3,Replace Wiring,Replace Wiring,646,Sunny,2023-05-20 11:00:00,8,10,150.24,2.04,0.087,150.327
Open Circuit,String-4_Panel-19,High,3,Replace Wiring,Adjust Tilt,637,Sunny,2023-05-20 12:00:00,4,19,154.04,2.1,0.124,154.164
Open Circuit,String-4_Panel-11,Low,13,Tighten Connection,Tighten Connection,580,Cloudy,2023-05-20 13:00:00,4,11,40.18,0.45,0.027,40.207
Hotspot,String-1_Panel-11,Low,12,Inspect Cells,Inspect Junction Box,579,Cloudy,2023-05-20 14:00:00,1,11,90.13,0.79,0.042,90.172
Shadowing,String-9_Panel-7,Medium,9,Remove Obstruction,Replace Fuse,722,Rainy,2023-05-20 15:00:00,9,7,53.67,0.59,0.026,53.696000000000005
Shadowing,String-4_Panel-11,Low,12,Clean Panel,Tighten Connection,911,Sunny,2023-05-20 16:00:00,4,11,30.24,0.29,0.012,30.252
Hotspot,String-8_Panel-5,Low,8,Inspect Cells,Inspect Cells,751,Sunny,2023-05-20 16:00:00,8,5,87.08,0.84,0.039,87.119
Short Circuit,String-4_Panel-7,Low,13,Replace Connector,Clean Panel,550,Sunny,2023-05-20 16:00:00,4,7,87.83,0.98,0.059,87.889
Short Circuit,String-7_Panel-14,Critical,8,Replace Module,Replace Module,884,Sunny,2023-05-20 17:00:00,7,14,552.85,5.7,0.33,553.1800000000001
Short Circuit,String-9_Panel-20,Medium,7,Inspect Junction Box,Replace Fuse,633,Cloudy,2023-05-20 20:00:00,9,20,71.58,0.98,0.042,71.622
Shadowing,String-7_Panel-6,High,2,Adjust Tilt,Replace Panel Section,452,Rainy,2023-05-20 21:00:00,7,6,111.04,1.66,0.081,111.12100000000001
Hotspot,String-8_Panel-14,Critical,11,Replace Module,Replace Fuse,345,Cloudy,2023-05-21 00:00:00,8,14,522.51,5.11,0.282,522.792
Open Circuit,String-4_Panel-8,Critical,14,Replace Module,Replace Module,721,Sunny,2023-05-21 00:00:00,4,8,527.58,5.45,0.273,527.8530000000001
Short Circuit,String-5_Panel-14,Medium,8,Replace Fuse,Replace Module,679,Rainy,2023-05-21 00:00:00,5,14,64.63,0.46,0.022,64.652
Open Circuit,String-7_Panel-14,Critical,8,Replace Module,Replace Module,697,Rainy,2023-05-21 01:00:00,7,14,521.18,6.21,0.375,521.555
Hotspot,String-10_Panel-16,Critical,4,Replace Wiring,Replace Module,805,Cloudy,2023-05-21 04:00:00,10,16,118.14,1.73,0.079,118.219
Open Circuit,String-3_Panel-11,High,7,Replace Wiring,Inspect Junction Box,872,Rainy,2023-05-21 05:00:00,3,11,154.38,1.57,0.099,154.47899999999998
Open Circuit,String-8_Panel-17,High,5,Replace Wiring,Replace Wiring,687,Cloudy,2023-05-21 05:00:00,8,17,136.53,2.06,0.105,136.635
Shadowing,String-1_Panel-17,Medium,3,Adjust Tilt,Remove Obstruction,256,Rainy,2023-05-21 06:00:00,1,17,127.14,2.26,0.13,127.27
Open Circuit,String-4_Panel-17,High,12,Inspect Junction Box,Adjust Tilt,683,Cloudy,2023-05-21 08:00:00,4,17,74.82,0.96,0.052,74.872
Shadowing,String-9_Panel-18,Critical,2,Reinstall Module,Reinstall Module,697,Sunny,2023-05-21 09:00:00,9,18,208.63,2.56,0.149,208.779
Shadowing,String-9_Panel-3,Medium,4,Remove Obstruction,Remove Obstruction,874,Cloudy,2023-05-21 09:00:00,9,3,53.61,0.55,0.03,53.64
Hotspot,String-2_Panel-1,Low,5,Clean Panel,Clean Panel,638,Sunny,2023-05-21 09:00:00,2,1,31.62,0.22,0.012,31.632
Hotspot,String-2_Panel-5,High,5,Replace Panel Section,Replace Panel Section,391,Rainy,2023-05-21 11:00:00,2,5,314.78,4.6,0.233,315.013
Shadowing,String-8_Panel-1,Low,9,Remove Obstruction,Clean Panel,372,Rainy,2023-05-21 12:00:00,8,1,51.03,0.47,0.026,51.056000000000004
Open Circuit,String-8_Panel-5,Critical,1,Replace Module,Replace Module,554,Cloudy,2023-05-21 15:00:00,8,5,533.19,6.26,0.347,533.537
Hotspot,String-1_Panel-3,Critical,10,Replace Module,Replace Module,488,Cloudy,2023-05-21 15:00:00,1,3,517.63,5.87,0.344,517.974
Shadowing,String-8_Panel-10,Low,14,Remove Obstruction,Clean Panel,361,Rainy,2023-05-21 16:00:00,8,10,53.96,0.51,0.023,53.983000000000004
Short Circuit,String-9_Panel-4,High,13,Replace Module,Replace Wiring,581,Cloudy,2023-05-21 16:00:00,9,4,524.48,7.88,0.448,524.928
Short Circuit,String-5_Panel-3,Low,12,Inspect Junction Box,Inspect Junction Box,790,Cloudy,2023-05-21 16:00:00,5,3,53.34,1.01,0.062,53.402
Short Circuit,String-2_Panel-10,Low,4,Inspect Junction Box,Replace Fuse,270,Rainy,2023-05-21 16:00:00,2,10,68.98,0.94,0.043,69.02300000000001
Shadowing,String-10_Panel-7,Critical,14,Replace Module,Reinstall Module,344,Rainy,2023-05-21 16:00:00,10,7,542.97,5.17,0.326,543.296
Shadowing,String-6_Panel-12,High,11,Adjust Tilt,Clean Panel,798,Cloudy,2023-05-21 17:00:00,6,12,119.46,1.78,0.101,119.56099999999999
Open Circuit,String-7_Panel-9,Medium,1,Replace Connector,Adjust Tilt,759,Cloudy,2023-05-21 17:00:00,7,9,78.88,0.93,0.06,78.94
Open Circuit,String-8_Panel-18,High,1,Inspect Junction Box,Replace Connector,303,Sunny,2023-05-21 19:00:00,8,18,82.01,0.92,0.06,82.07000000000001
Hotspot,String-1_Panel-16,Medium,11,Replace Panel Section,Tighten Connection,938,Cloudy,2023-05-21 19:00:00,1,16,305.11,4.22,0.195,305.305
Hotspot,String-8_Panel-19,Medium,3,Inspect Cells,Replace Panel Section,484,Rainy,2023-05-21 20:00:00,8,19,100.48,1.17,0.074,100.554
Hotspot,String-3_Panel-7,Low,3,Clean Panel,Clean Panel,329,Cloudy,2023-05-21 20:00:00,3,7,27.86,0.36,0.02,27.88
Open Circuit,String-6_Panel-7,High,10,Replace Wiring,Replace Wiring,444,Sunny,2023-05-21 20:00:00,6,7,142.1,1.9,0.089,142.189
Open Circuit,String-6_Panel-5,High,4,Replace Wiring,Inspect Cells,431,Cloudy,2023-05-21 21:00:00,6,5,144.42,1.94,0.09,144.51
Shadowing,String-8_Panel-16,Low,10,Remove Obstruction,Clean Panel,757,Cloudy,2023-05-21 22:00:00,8,16,48.45,0.42,0.027,48.477000000000004
Hotspot,String-10_Panel-1,Critical,13,Replace Module,Replace Module,320,Sunny,2023-05-21 22:00:00,10,1,528.72,6.05,0.368,529.0880000000001
Short Circuit,String-7_Panel-5,Low,3,Inspect Junction Box,Inspect Junction Box,446,Cloudy,2023-05-21 22:00:00,7,5,67.38,1.05,0.052,67.432
Open Circuit,String-9_Panel-14,Low,6,Tighten Connection,Tighten Connection,765,Rainy,2023-05-21 23:00:00,9,14,37.5,0.51,0.024,37.524
Short Circuit,String-8_Panel-10,Critical,9,Replace Module,Replace Module,529,Cloudy,2023-05-22 01:00:00,8,10,487.71,5.99,0.36,488.07
Hotspot,String-3_Panel-19,Critical,13,Replace Module,Replace Module,540,Sunny,2023-05-22 01:00:00,3,19,465.45,6.12,0.369,465.819
Shadowing,String-7_Panel-7,High,9,Remove Obstruction,Adjust Tilt,526,Rainy,2023-05-22 01:00:00,7,7,52.22,0.43,0.022,52.242
Hotspot,String-6_Panel-1,Critical,13,Replace Module,Replace Connector,404,Rainy,2023-05-22 01:00:00,6,1,577.48,7.5,0.421,577.9010000000001
Short Circuit,String-1_Panel-16,Medium,1,Replace Connector,Replace Panel Section,536,Cloudy,2023-05-22 03:00:00,1,16,81.53,1.05,0.061,81.59100000000001
Short Circuit,String-6_Panel-19,Medium,3,Inspect Junction Box,Inspect Junction Box,926,Rainy,2023-05-22 03:00:00,6,19,71.59,0.91,0.054,71.644
Open Circuit,String-2_Panel-20,Medium,5,Replace Connector,Replace Connector,581,Sunny,2023-05-22 04:00:00,2,20,87.52,1.09,0.063,87.583
Open Circuit,String-4_Panel-6,Critical,3,Replace Module,Inspect Cells,785,Rainy,2023-05-22 05:00:00,4,6,536.76,6.16,0.374,537.134
Short Circuit,String-8_Panel-9,Low,6,Inspect Junction Box,Inspect Junction Box,369,Cloudy,2023-05-22 05:00:00,8,9,72.97,0.97,0.055,73.025
Short Circuit,String-2_Panel-6,Critical,8,Replace Module,Replace Module,338,Cloudy,2023-05-22 05:00:00,2,6,592.52,6.1,0.257,592.7769999999999
Shadowing,String-7_Panel-14,Critical,13,Replace Module,Replace Panel Section,568,Sunny,2023-05-22 06:00:00,7,14,524.28,5.84,0.287,524.567
Open Circuit,String-7_Panel-17,High,1,Inspect Junction Box,Tighten Connection,970,Rainy,2023-05-22 06:00:00,7,17,71.17,0.94,0.04,71.21000000000001
Short Circuit,String-1_Panel-11,High,6,Replace Wiring,Clean Panel,658,Sunny,2023-05-22 07:00:00,1,11,140.51,2.03,0.117,140.62699999999998
Short Circuit,String-6_Panel-18,Low,2,Inspect Junction Box,Inspect Junction Box,567,Sunny,2023-05-22 07:00:00,6,18,68.81,0.76,0.04,68.85000000000001
Short Circuit,String-9_Panel-4,Low,12,Inspect Junction Box,Replace Wiring,927,Cloudy,2023-05-22 09:00:00,9,4,70.67,0.88,0.039,70.709
Short Circuit,String-8_Panel-6,Critical,4,Replace Module,Replace Fuse,285,Cloudy,2023-05-22 10:00:00,8,6,461.83,6.75,0.365,462.195
